,barrio_original,barrio_sin_est,nom_match,lat,lon
3265,PARCELAS,PARC,PARIS,,
3266,PARDO RUBIO E-2,PARDO RUBIO,PARDO RUBIO,,
3267,PARIS FRANCIA E-10,PARIS FRANCIA ,PARIS GAITAN,,
3268,PARIS GAITAN E-10,PARIS GAITAN ,PARIS GAITAN,,
3269,PARQUE BOSA PLAZA CENTRAL E-7,PARQUE BOSA PLAZA CENTRAL,PARQUE NACIONAL ORIENTAL,,
3270,PARQUE CENTRAL BAVARIA E-3,PARQUE CENTRAL BAVARIA,PARQUE EL TUNAL,,
3271,PARQUE COMERCIAL BIMA E-11,PARQUE COMERCIAL BIMA ,PARQUE NACIONAL,,
3272,PARQUE DE FONTIBON E-9,PARQUE DE FONTIBON,PARQUE NACIONAL ORIENTAL,,
3273,PARQUE DE MILENTA II ETAPA E-16,PARQUE DE MILENTA II ETAPA ,PARQUE EL TUNAL,,
3274,PARQUE E-14,PARQUE ,PARQUE EL TUNAL,,
3275,PARQUE EL SALITRE E-12,PARQUE EL SALITRE ,PARQUE EL TUNAL,,
3276,PARQUE EL TUNAL E-6,PARQUE EL TUNAL,PARQUE EL TUNAL,,
3277,PARQUE INDUSTRIAL E-9,PARQUE INDUSTRIAL,PARQUE DISTRITAL SALITRE,,
3278,PARQUE INDUSTRIAL EL DORADO II E-10,PARQUE INDUSTRIAL EL DORADO II ,PARQUE DISTRITAL SALITRE,,
3279,PARQUE INDUSTRIAL LA SIERRA E-19,PARQUE INDUSTRIAL LA SIERRA ,PARQUE DISTRITAL SALITRE,,
3280,PARQUE LA JOYA E-19,PARQUE LA JOYA ,PARQUE NACIONAL,,
3281,PARQUE LOS NOVIOS E-12,PARQUE LOS NOVIOS ,PARQUE EL TUNAL,,
3282,PARQUE NACIONAL E-3,PARQUE NACIONAL,PARQUE NACIONAL,,
3283,PARQUE NORTE C-4,PARQUE NORTE,PARQUE NACIONAL ORIENTAL,,
3284,PARQUE RESIDENCIAL BAVIERA E-3,PARQUE RESIDENCIAL BAVIERA,PARQUE NACIONAL URBANO,,
3285,PARQUE RESIDENCIAL NAVARRA E-16,PARQUE RESIDENCIAL NAVARRA ,PARQUE NACIONAL ORIENTAL,,
3286,PARQUE RESIDENCIAL NUEVO SUBA E-11,PARQUE RESIDENCIAL NUEVO SUBA ,PARQUE NACIONAL URBANO,,
3287,PARQUE SIMON BOLIVAR E-13,PARQUE SIMON BOLIVAR ,PARQUE NACIONAL URBANO,,
3288,PARQUES DE GRADANA E-10,PARQUES DE GRADANA ,PARQUE EL TUNAL,,
3289,PARQUES DE LA COLINA I Y II ETAPA E-11,PARQUES DE LA COLINA I Y II ETAPA ,PARQUE NACIONAL,,
3290,PARQUES DE LA FLORIDA E-10,PARQUES DE LA FLORIDA ,PARQUE EL TUNAL,,
3291,PARQUES DE NORMANDIA E-10,PARQUES DE NORMANDIA ,PARQUE NACIONAL,,
3292,PARQUES DE NORMANDÍA E-10,PARQUES DE NORMANDÍA ,PARQUE NACIONAL,,
3293,PARQUES DE PRIMAVERA E-16,PARQUES DE PRIMAVERA ,PARQUE POPULAR SALITRE,,
3294,PARQUES DEL CAMPO - EL CAMPITO E-11,PARQUES DEL CAMPO - EL CAMPITO ,PARQUE EL TUNAL,,
3295,PARQUES OFIR  E-9,PARQUES OFIR ,PARQUE NACIONAL,,
3296,PASADENA E-11,PASADENA ,PASADENA,,
3297,PASADENA ROYAL E-11,PASADENA ROYAL ,PASADENA,,
3298,PASEO DE LA COLINA E-11,PASEO DE LA COLINA ,PASO ANCHO,,
3299,PASEO DE LAS AMERICAS   E-8,PASEO DE LAS AMERICAS  ,EL MIRADOR DE LA ESTANCIA,,
3300,PASEO DE LAS AMERICAS E-8,PASEO DE LAS AMERICAS,EL MIRADOR DE LA ESTANCIA,,
3301,PASO ANCHO E-7,PASO ANCHO,PASO ANCHO,,
3302,PASTEURIZADORA DE LECHE DOLAY E-11,PASTEURIZADORA DE LECHE DOLAY ,PASTRANA,,
3303,PASTRANA E-8,PASTRANA,PASTRANA,,
3304,PASTRANITA I  E-8,PASTRANITA I ,PASTRANA,,
3305,PASTRANITA I E-7,PASTRANITA I,PASTRANA,,
3306,PASTRANITA I E-8,PASTRANITA I,PASTRANA,,
3307,PASTRANITA II  E-8,PASTRANITA II ,PASTRANA,,
3308,PASTRANITA II E-7,PASTRANITA II,PASTRANA,,
3309,PASTRANITA II E-8,PASTRANITA II,PASTRANA,,
3310,PATICOS E-19,PATICOS ,PARIS,,
3311,PATIO BONITO I E-8,PATIO BONITO I,PATIO BONITO II,,
3312,PATIO BONITO II SECTOR E-8,PATIO BONITO II SECTOR,PATIO BONITO II,,
3313,PATIO BONITO III SECTOR E-8,PATIO BONITO III SECTOR,PATIO BONITO III,,
3314,PATIOS E-2,PATIOS,PARIS,,
3315,PATRIA E-12,PATRIA ,PARIS,,
3316,PAULO VI. I Y II ETAPA E-13,PAULO VI. I Y II ETAPA ,PAULO VI,,
3317,PEDREGAL E-10,PEDREGAL ,EL PEDREGAL,,
3318,PENITENCIARIA LA PICOTA E-18,PENITENCIARIA LA PICOTA ,PUENTE ARANDA,,
3319,PENSILVANIA E-16,PENSILVANIA ,PENSILVANIA,,
3320,PEPE VALL SERRA E-11,PEPE VALL SERRA ,EL UVAL RURAL,,
3321,PEPITA URB. LA E-14,PEPITA URB. LA ,SALITRE SUBA,,
3322,PERDOMO ALTO E-19,PERDOMO ALTO ,PERDOMO ALTO,,
3323,PERDOMO E-19,PERDOMO ,PERDOMO ALTO,,
3324,PERPETUO SOCORRO E-8,PERPETUO SOCORRO,PUERTO RICO,,
3325,PERPETUO SOCORRO II E-8,PERPETUO SOCORRO II,PUERTO RICO,,
3326,PEÑA LA ESTRADA E-10,PEÑA LA ESTRADA ,LA PATRIA,,
3327,PEÑON DEL CORTEJO III SECTOR E-19,PEÑON DEL CORTEJO III SECTOR ,CHICO NORTE III SECTOR,,
3328,PEÑÓN DEL CORTEJO III SECTOR E-19,PEÑÓN DEL CORTEJO III SECTOR ,CHICO NORTE III SECTOR,,
3329,PIAMONTE,PIAMONTE,MONTES,,
3330,PIAMONTE E-7,PIAMONTE,MONTES,,
3331,PIAMONTE I SECTOR E-7,PIAMONTE I SECTOR,MONTES,,
3332,PIAMONTE II SECTOR E-7,PIAMONTE II SECTOR,PIO XII,,
3333,PICADILLY E-11,PICADILLY ,PASQUILLA,,
3334,PIEDEMONTE E-11,PIEDEMONTE ,DELMONTE,,
3335,PIEDRA CANDELA,PIEDRA CANDELA,PUENTE ARANDA,,
3336,PIEDRA HERRADA E-11,PIEDRA HERRADA ,LA PRADERA,,
3337,PIEDRA VERDE I SECTOR E-11,PIEDRA VERDE I SECTOR ,JIMENEZ DE QUESADA II SECTOR,,
3338,PIJAO DE ORO E-11,PIJAO DE ORO ,PINOS DE LOMBARDIA,,
3339,PILAR SUR E-16,PILAR SUR ,PALERMO SUR,,
3340,PINAR ALTO E-2,PINAR ALTO,PARAMO,,
3341,PINAR DE LOS ALAMOS E-10,PINAR DE LOS ALAMOS ,PINOS DE LOMBARDIA,,
3342,PINAR DEL COUNTRY E-1,PINAR DEL COUNTRY,QUINTAS DEL SUR,,
3343,PINAR DEL RIO  E-8,PINAR DEL RIO ,PINOS DE LOMBARDIA,,
3344,PINAR DEL RIO E-8,PINAR DEL RIO,PINOS DE LOMBARDIA,,
3345,PINARES E-4,PINARES,PARIS,,
3346,PINO ALTO E-11,PINO ALTO ,PINOS DE LOMBARDIA,,
3347,PINOS DE BRITALIA E-11,PINOS DE BRITALIA ,PINOS DE LOMBARDIA,,
3348,PINOS DE LOMBARDIA E-11,PINOS DE LOMBARDIA ,PINOS DE LOMBARDIA,,
3349,PINOS DE MARSELLA   E-8,PINOS DE MARSELLA  ,PINOS DE LOMBARDIA,,
3350,PINOS DE MARSELLA E-8,PINOS DE MARSELLA,PINOS DE LOMBARDIA,,
3351,PINOS DEL NORTE E-1,PINOS DEL NORTE,PINOS DE LOMBARDIA,,
3352,PIO X I Y II ETAPA E-8,PIO X I Y II ETAPA,PIO XII,,
3353,PIO X KENNEDY E-8,PIO X KENNEDY,CIUDAD KENNEDY NORTE,,
3354,PIO XII E-8,PIO XII,PIO XII,,
3355,PLAN CANTERAS E-19,PLAN CANTERAS ,LA CATEDRAL,,
3356,PLAN PARCIAL TIBABITA E-1,PLAN PARCIAL TIBABITA,PARQUE NACIONAL URBANO,,
3357,PLANADAS E-9,PLANADAS,PASADENA,,
3358,PLAZA BAVIERA E-11,PLAZA BAVIERA ,LA VALVANERA,,
3359,PLAZA DE BOLIVAR E-17,PLAZA DE BOLIVAR ,LA PAZ BOSA,,
3360,PLAZA DE LAS FLORES   E-8,PLAZA DE LAS FLORES  ,VILLA DE LOS ALPES I,,
3361,PLAZA DE LAS FLORES E-8,PLAZA DE LAS FLORES,VILLA DE LOS ALPES I,,
3362,PLAZA DE PALOQUEMAO E-14,PLAZA DE PALOQUEMAO ,SABANA DEL DORADO,,
3363,PLAZA DE TOROS E-3,PLAZA DE TOROS,LA PAZ BOSA,,
3364,PLAZUELAS DEL VIRREY E-10,PLAZUELAS DEL VIRREY ,PARQUE DISTRITAL SALITRE,,
3365,PLAZUELAS DEL VIRREY III ETAPA E-10,PLAZUELAS DEL VIRREY III ETAPA ,ESCUELA DE CABALLERIA II,,
3366,PLENITUD E-1,PLENITUD,,,
3367,POLDY E-9,POLDY,OLAYA,,
3368,POLICARPA SALAVARRIETA E-1,POLICARPA SALAVARRIETA,POLICARPA,,
3369,POLICARPA SALAVARRIETA E-15,POLICARPA SALAVARRIETA ,POLICARPA,,
3370,POLO CLUB E-12,POLO CLUB ,POLO CLUB,,
3371,POLO DEL COUNTRY E-1,POLO DEL COUNTRY,POLO CLUB,,
3372,POLO OCCIDENTAL E-12,POLO OCCIDENTAL ,BRAZUELOS OCCIDENTAL,,
3373,POLO OCCIDENTAL II SECTOR E-12,POLO OCCIDENTAL II SECTOR ,CHICO NORTE II SECTOR,,
3374,PONTEVEDRA I SECTOR E-11,PONTEVEDRA I SECTOR ,PORTALES DEL NORTE,,
3375,PONTEVEDRA II SECTOR E-11,PONTEVEDRA II SECTOR ,PORTALES DEL NORTE,,
3376,POPULAR MODELO E-12,POPULAR MODELO ,POPULAR MODELO,,
3377,PORTADA E-7,PORTADA,PORTAL RURAL II,,
3378,PORTADA LA E-2,PORTADA LA,PORTAL RURAL II,,
3379,PORTAL DE ALCALA E-10,PORTAL DE ALCALA ,PORTAL RURAL II,,
3380,PORTAL DE ALCALÁ E-10,PORTAL DE ALCALÁ ,PORTAL RURAL II,,
3381,PORTAL DE LA FONTANA E-11,PORTAL DE LA FONTANA ,PORTALES DEL NORTE,,
3382,PORTAL DE LA VEGA E-5,PORTAL DE LA VEGA,PORTALES DEL NORTE,,
3383,PORTAL DE LAS AMERICAS  E-8,PORTAL DE LAS AMERICAS ,PORTALES DEL NORTE,,
3384,PORTAL DE LAS AMERICAS E-8,PORTAL DE LAS AMERICAS,PORTALES DEL NORTE,,
3385,PORTAL DE LOS ALAMOS E-10,PORTAL DE LOS ALAMOS ,PORTALES DEL NORTE,,
3386,PORTAL DE LOS ANGELES E-11,PORTAL DE LOS ANGELES ,PORTALES DEL NORTE,,
3387,PORTAL DE LOS HAYUELOS E-9,PORTAL DE LOS HAYUELOS,PORTALES DEL NORTE,,
3388,PORTAL DE LOS ÁLAMOS E-10,PORTAL DE LOS ÁLAMOS ,PORTALES DEL NORTE,,
3389,PORTAL DE MILENTA E-16,PORTAL DE MILENTA ,PORTALES DEL NORTE,,
3390,PORTAL DE SAN CARLOS E-18,PORTAL DE SAN CARLOS ,PORTALES DEL NORTE,,
3391,PORTAL DE SANTA INÉS E-10,PORTAL DE SANTA INÉS ,PORTALES DEL NORTE,,
3392,PORTAL DE SUBA E-11,PORTAL DE SUBA ,LAGO DE SUBA,,
3393,PORTAL DEL DIVINO E-5,PORTAL DEL DIVINO,PORTALES DEL NORTE,,
3394,PORTAL DEL ENSUEÑO E-19,PORTAL DEL ENSUEÑO ,PORTALES DEL NORTE,,
3395,PORTAL DEL LLANO E-5,PORTAL DEL LLANO,PORTALES DEL NORTE,,
3396,PORTAL DEL MOCHUELO E-11,PORTAL DEL MOCHUELO ,PORTALES DEL NORTE,,
3397,PORTAL DEL MORTIÑO E-10,PORTAL DEL MORTIÑO ,PORTALES DEL NORTE,,
3398,PORTAL DEL ORIENTE E-5,PORTAL DEL ORIENTE,PORTALES DEL NORTE,,
3399,PORTAL DEL PINAR E-8,PORTAL DEL PINAR,PORTALES DEL NORTE,,
3400,PORTAL DEL RINCON E-18,PORTAL DEL RINCON ,PORTALES DEL NORTE,,
3401,PORTAL DEL SUR CIUDADELA COMERCIAL E-4,PORTAL DEL SUR CIUDADELA COMERCIAL,PORTALES DEL NORTE,,
3402,PORTAL E-7,PORTAL,PORTAL RURAL II,,
3403,PORTAL II ETAPA E-5,PORTAL II ETAPA,PORTAL RURAL II,,
3404,PORTALES DE SAN ANTONIO E-10,PORTALES DE SAN ANTONIO ,PORTALES DEL NORTE,,
3405,PORTALES DE SAN JOSE E-7,PORTALES DE SAN JOSE,PORTALES DEL NORTE,,
3406,PORTALES DE TIMIZA E-8,PORTALES DE TIMIZA,PORTALES DEL NORTE,,
3407,PORTALES DEL COUNTRY E-1,PORTALES DEL COUNTRY,PORTALES DEL NORTE,,
3408,PORTALES DEL NORTE E-11,PORTALES DEL NORTE ,PORTALES DEL NORTE,,
3409,PORTERO EL CHIRCAL E-5,PORTERO EL CHIRCAL,PORTAL RURAL II,,
3410,PORTILLOS DEL CEDRO E-1,PORTILLOS DEL CEDRO,PORTALES DEL NORTE,,
3411,PORTOALEGRE E-11,PORTOALEGRE ,PORTALES DEL NORTE,,
3412,PORVENIR DE LA ESTANCIA E-19,PORVENIR DE LA ESTANCIA ,PORVENIR,,
3413,PORVENIR II ETAPA E-19,PORVENIR II ETAPA ,PORVENIR,,
3414,PORVENIR LA CONCEPCION E-7,PORVENIR LA CONCEPCION,PORVENIR,,
3415,PORVENIR LA CONCEPCIÓN E-7,PORVENIR LA CONCEPCIÓN,PORVENIR,,
3416,PORVENIR ZONA C E-19,PORVENIR ZONA C ,PORVENIR,,
3417,POTOSI E-11,POTOSI ,POTOSI,,
3418,POTOSI E-19,POTOSI ,POTOSI,,
3419,POTOSI I SECTOR E-11,POTOSI I SECTOR ,POTOSI,,
3420,POTOSI II SECTOR E-11,POTOSI II SECTOR ,POTOSI,,
3421,POTOSÍ E-11,POTOSÍ ,POTOSI,,
3422,POTRERILLOS DE SUBA E-11,POTRERILLOS DE SUBA ,POTRERILLO,,
3423,POTRERITO E-7,POTRERITO,POTRERILLO,,
3424,POTRERITOS E-19,POTRERITOS ,POTRERILLO,,
3425,POTREROS DE CHICALA E-7,POTREROS DE CHICALA,RESTREPO OCCIDENTAL,,
3426,PR EL PORVENIR E-10,PR EL PORVENIR ,PARCELA EL PORVENIR,,
3427,PRADERA SUR E-18,PRADERA SUR ,PRADO VERANIEGO SUR,,
3428,PRADO ALTO E-1,PRADO ALTO,PRADO VERANIEGO,,
3429,PRADO CENTRAL E-11,PRADO CENTRAL ,PRADO VERANIEGO,,
3430,PRADO CHESTNUT - HILL E-11,PRADO CHESTNUT - HILL ,,,
3431,PRADO GRANDE E-9,PRADO GRANDE,PRADO VERANIEGO SUR,,
3432,PRADO NORTE,PRADO NORTE,PRADO PINZON,,
3433,PRADO PINZON E-11,PRADO PINZON ,PRADO PINZON,,
3434,PRADO SUR (CALATAYUD) E-11,PRADO SUR (CALATAYUD) ,,,
3435,PRADO SUR E-11,PRADO SUR ,PRADO VERANIEGO,,
3436,PRADO SUR E-16,PRADO SUR ,PRADO VERANIEGO,,
3437,PRADO SUR SECTOR LA VILLA E-11,PRADO SUR SECTOR LA VILLA ,PRADO VERANIEGO SUR,,
3438,PRADO VERANIEGO E-11,PRADO VERANIEGO ,PRADO VERANIEGO,,
3439,PRADO VERANIEGO NORTE E-11,PRADO VERANIEGO NORTE ,PRADO VERANIEGO NORTE,,
3440,PRADOS DE ALAMEDA E-9,PRADOS DE ALAMEDA,PRADO VERANIEGO,,
3441,PRADOS DE CASTILLA E-8,PRADOS DE CASTILLA,PRADO VERANIEGO,,
3442,PRADOS DE KENNEDY E-8,PRADOS DE KENNEDY,PRADO VERANIEGO NORTE,,
3443,PRADOS DE LA ALAMEDA I Y II E-9,PRADOS DE LA ALAMEDA I Y II,CHUCUA DE LA VACA III,,
3444,PRADOS DE LA CALLEJA E-1,PRADOS DE LA CALLEJA,RINCON DE LA VALVANERA,,
3445,PRADOS DE SANTA BARBARA E-11,PRADOS DE SANTA BARBARA ,PRADO VERANIEGO NORTE,,
3446,PRADOS DE SANTA BÁRBARA E-11,PRADOS DE SANTA BÁRBARA ,PRADO VERANIEGO NORTE,,
3447,PRADOS DE SUBA E-11,PRADOS DE SUBA ,PRADO VERANIEGO SUR,,
3448,PRADOS DEL COUNTRY E-1,PRADOS DEL COUNTRY,PRADO VERANIEGO SUR,,
3449,PRADOS DEL POLO EDIFICIO E-1,PRADOS DEL POLO EDIFICIO,MIRADOR DEL NORTE,,
3450,PRADOS DEL SALITRE E-11,PRADOS DEL SALITRE ,PRADO VERANIEGO,,
3451,PRADOS DEL SALITRE II E-13,PRADOS DEL SALITRE II ,PRADO VERANIEGO,,
3452,PRADOS E-1,PRADOS,PRADO PINZON,,
3453,PRADOS NORTE URBANISTICO RESIDENCIAL E-1,PRADOS NORTE URBANISTICO RESIDENCIAL,PRADO VERANIEGO NORTE,,
3454,PRAGA E-8,PRAGA,IRAGUA,,
3455,PREDIO ALMEIRA E-11,PREDIO ALMEIRA ,PRIMAVERA,,
3456,PREDIO ALTAMIRA E-11,PREDIO ALTAMIRA ,RINCON ALTAMAR,,
3457,PREDIO AV BOYACA E-11,PREDIO AV BOYACA ,PARDO RUBIO,,
3458,PREDIO AV BOYACÁ E-11,PREDIO AV BOYACÁ ,PARDO RUBIO,,
3459,PREDIO BARLOVENTO E-7,PREDIO BARLOVENTO,PRADO VERANIEGO,,
3460,PREDIO CARRETERA A BOSA E-19,PREDIO CARRETERA A BOSA ,PRADO VERANIEGO SUR,,
3461,PREDIO CASA BLANCA E-1,PREDIO CASA BLANCA,CASABLANCA,,
3462,PREDIO CORINTO E-11,PREDIO CORINTO ,PROVIVIENDA NORTE,,
3463,PREDIO EL JARDIN E-10,PREDIO EL JARDIN ,PRIMERO DE MAYO,,
3464,PREDIO EL JARDÍN E-10,PREDIO EL JARDÍN ,PRIMERO DE MAYO,,
3465,PREDIO EL OASIS E-1,PREDIO EL OASIS,PRIMERO DE MAYO,,
3466,PREDIO EL PINO E-5,PREDIO EL PINO,PRIMERO DE MAYO,,
3467,PREDIO EL RINCÓN E-11,PREDIO EL RINCÓN ,MOLINOS DE ORIENTE,,
3468,PREDIO EL TRIGAL E-19,PREDIO EL TRIGAL ,PARQUE EL TUNAL,,
3469,PREDIO EN FONTIBON E-9,PREDIO EN FONTIBON,SAN JOSE DE FONTIBON,,
3470,PREDIO EN FONTIBÓN E-9,PREDIO EN FONTIBÓN,PRADO PINZON,,
3471,PREDIO FEDERICO LLERAS E-19,PREDIO FEDERICO LLERAS ,CORREDOR FERREO DEL SUR,,
3472,PREDIO LA AZOTEA E-19,PREDIO LA AZOTEA ,PRADO PINZON,,
3473,PREDIO LA VEGA E-7,PREDIO LA VEGA,PRADO VERANIEGO SUR,,
3474,PREDIO LOURDES E-11,PREDIO LOURDES ,PROVIVIENDA NORTE,,
3475,PREDIO NAZARETH E-11,PREDIO NAZARETH ,PRADO VERANIEGO,,
3476,PREDIO NUEVO SAN ANTONIO E-11,PREDIO NUEVO SAN ANTONIO ,RINCON DE SANTA INES,,
3477,PREDIO PROPIEDAD DE ANTONIO PARRA E-6,PREDIO PROPIEDAD DE ANTONIO PARRA,PRADO VERANIEGO NORTE,,
3478,PREDIO PROVENTURA Y JAFANE E-10,PREDIO PROVENTURA Y JAFANE ,PRADO VERANIEGO NORTE,,
3479,PREDIO SAMARIA E-8,PREDIO SAMARIA,PRIMAVERA II,,
3480,PREDIO SAN CARLOS E-11,PREDIO SAN CARLOS ,PRADO VERANIEGO SUR,,
3481,PREDIO SAN JOSÉ E-7,PREDIO SAN JOSÉ,PRADO PINZON,,
3482,PREDIO SAN JOSÉ JABONES AZUL-K E-6,PREDIO SAN JOSÉ JABONES AZUL-K,,,
3483,PREDIO SAN LUIS LOTE 1 E-8,PREDIO SAN LUIS LOTE 1,PROVIVIENDA NORTE,,
3484,PREDIO SAN VICENTE E-4,PREDIO SAN VICENTE,PRADO VERANIEGO NORTE,,
3485,PREDIO SANTA ANA E-11,PREDIO SANTA ANA ,PRADO PINZON,,
3486,PREDIO SANTA ANA E-8,PREDIO SANTA ANA,PRADO PINZON,,
3487,PREDIO SANTA CECILIA E-10,PREDIO SANTA CECILIA ,PROVIVIENDA OCCIDENTAL,,
3488,PREDIO SANTA CECILIA E-9,PREDIO SANTA CECILIA,PROVIVIENDA OCCIDENTAL,,
3489,PREDIO SANTA HELENA E-8,PREDIO SANTA HELENA,PRADO VERANIEGO NORTE,,
3490,PREDIO SANTA LUCIA E-18,PREDIO SANTA LUCIA ,PRADO VERANIEGO SUR,,
3491,PREDIO SUBA MIRADOR RESERVADO E-11,PREDIO SUBA MIRADOR RESERVADO ,PARDO RUBIO  I,,
3492,PREDIO TINTAL CENTRAL E-8,PREDIO TINTAL CENTRAL,EL TINTAL CENTRAL,,
3493,PREDIO TINTALITO MAZUERA E-8,PREDIO TINTALITO MAZUERA,PROVIVIENDA ORIENTAL,,
3494,PREDIO VILLA MEJIA E-8,PREDIO VILLA MEJIA,PROVIVIENDA ORIENTAL,,
3495,PREDIOS LOS PANTANOS E-8,PREDIOS LOS PANTANOS,PERDOMO ALTO,,
3496,PRIMAVERA E-7,PRIMAVERA,PRIMAVERA,,
3497,PRIMAVERA II E-19,PRIMAVERA II ,PRIMAVERA II,,
3498,PRIMAVERA NORTE E-10,PRIMAVERA NORTE ,PRIMAVERA,,
3499,PRIMAVERA NORTE II SECTOR E-16,PRIMAVERA NORTE II SECTOR ,PRIMAVERA II,,
3500,PRIMAVERA NUEVA E-16,PRIMAVERA NUEVA ,PRIMAVERA,,
3501,PRIMAVERA SUR OCCIDENTAL E-19,PRIMAVERA SUR OCCIDENTAL ,PRIMAVERA OCCIDENTAL,,
3502,PRIMERO DE MAYO,PRIMERO DE MAYO,PRIMERO DE MAYO,,
3503,PRIMERO DE MAYO E-4,PRIMERO DE MAYO,PRIMERO DE MAYO,,
3504,PRINCIPE DE BOCHICA E-18,PRINCIPE DE BOCHICA ,RINCON DEL CHICO,,
3505,PRODUCTOS LEVER COGRA E-16,PRODUCTOS LEVER COGRA ,AEROPUERTO EL DORADO,,
3506,PROGRESO II SECTOR LA REFORMA E-5,PROGRESO II SECTOR LA REFORMA,,,
3507,PROMESA I E-8,PROMESA I,PARAMO I,,
3508,PROTABACO BOSA E-19,PROTABACO BOSA ,SAN PABLO BOSA,,
3509,PROTECHO BOGOTA II ETAPA I E-19,PROTECHO BOGOTA II ETAPA I ,,,
3510,PROTELA E-10,PROTELA ,PROVIVIENDA,,
3511,PROVENZA E-11,PROVENZA ,PROVIVIENDA,,
3512,PROVENZA SAN CARLOS E-11,PROVENZA SAN CARLOS ,PROVIVIENDA ORIENTAL,,
3513,PROVIDENCIA ALTA E-18,PROVIDENCIA ALTA ,PROVIVIENDA,,
3514,PROVIDENCIA E-7,PROVIDENCIA,PROVIVIENDA,,
3515,PROVIDENCIA E-8,PROVIDENCIA,PROVIVIENDA,,
3516,PROVIVIENDA NORTE E-16,PROVIVIENDA NORTE ,PROVIVIENDA NORTE,,
3517,PROVIVIENDA OCCIDENTAL E-8,PROVIVIENDA OCCIDENTAL,PROVIVIENDA OCCIDENTAL,,
3518,PROVIVIENDA ORIENTAL E-8,PROVIVIENDA ORIENTAL,PROVIVIENDA ORIENTAL,,
3519,PROYECTO DE URB. LA FLORESTA E-14,PROYECTO DE URB. LA FLORESTA ,AEROPUERTO EL DORADO,,
3520,PRÍNCIPE DE BOCHICA E-18,PRÍNCIPE DE BOCHICA ,RINCON DEL CHICO,,
3521,PUEBLITO SANTAFEREÑO E-1,PUEBLITO SANTAFEREÑO,PUEBLO VIEJO,,
3522,PUEBLO NUEVO E-9,PUEBLO NUEVO,PUEBLO VIEJO,,
3523,PUEBLO VIEJO E-9,PUEBLO VIEJO,PUEBLO VIEJO,,
3524,PUENTE ARANDA E-16,PUENTE ARANDA ,PUENTE ARANDA,,
3525,PUENTE COLORADO E-4,PUENTE COLORADO,PUENTE COLORADO,,
3526,PUENTE DE SAN BERNARDO E-18,PUENTE DE SAN BERNARDO ,PUENTE ARANDA,,
3527,PUENTE GRANDE E-9,PUENTE GRANDE,PUENTE GRANDE,,
3528,PUENTE GRANDE EL CHITAL E-9,PUENTE GRANDE EL CHITAL,PUENTE GRANDE,,
3529,PUENTE GRANDE FLORENCIA E-9,PUENTE GRANDE FLORENCIA,PUENTE GRANDE,,
3530,PUENTE LARGO E-11,PUENTE LARGO ,PUENTE LARGO,,
3531,PUERTA AL LLANO E-19,PUERTA AL LLANO ,PUERTA AL LLANO RURAL,,
3532,PUERTA AL LLANO E-5,PUERTA AL LLANO,PUERTA AL LLANO RURAL,,
3533,PUERTA AL LLANO II E-5,PUERTA AL LLANO II,PUERTA AL LLANO RURAL,,
3534,PUERTA DE ALCALA E-11,PUERTA DE ALCALA ,PUERTA DEL SOL,,
3535,PUERTA DE ALCALÁ E-11,PUERTA DE ALCALÁ ,PUERTA DEL SOL,,
3536,PUERTA DE HIERRO LAS ACACIAS E-11,PUERTA DE HIERRO LAS ACACIAS ,PUERTA DE TEJA,,
3537,PUERTA DE TEJA E-9,PUERTA DE TEJA,PUERTA DE TEJA,,
3538,PUERTA EL SOL E-10,PUERTA EL SOL ,PUERTA DEL SOL,,
3539,PUERTO AMOR E-10,PUERTO AMOR ,PUERTO RICO,,
3540,PUERTO DE LA LOMA DE SAN CARLOS E-18,PUERTO DE LA LOMA DE SAN CARLOS ,PUERTA AL LLANO DE USME,,
3541,PUERTO NORTE E-11,PUERTO NORTE ,PUERTO RICO,,
3542,PUERTO RICO E-18,PUERTO RICO ,PUERTO RICO,,
3543,PUNTO 116 E-11,PUNTO 116 ,,,
3544,PUNTO 170 E-11,PUNTO 170 ,,,
3545,QUESADA E-13,QUESADA ,QUESADA,,
3546,QUIBA E-19,QUIBA ,QUIBA,,
3547,QUIEBRA NEGRA,QUIEBRA N,QUIBA,,
3548,QUINABE E-4,QUINABE,QUIBA,,
3549,QUINDIO E-4,QUINDIO,QUINDIO,,
3550,QUINDIO II E-4,QUINDIO II,QUINDIO,,
3551,QUINDÍO II E-4,QUINDÍO II,QUINDIO,,
3552,QUINTA CAMACHO E-2,QUINTA CAMACHO,QUINTA CAMACHO,,
3553,QUINTA MUTIS E-12,QUINTA MUTIS ,QUINTA MUTIS,,
3554,QUINTA PAREDES E-13,QUINTA PAREDES ,QUINTA PAREDES,,
3555,QUINTA RAMOS E-4,QUINTA RAMOS,QUINTA RAMOS,,
3556,QUINTA RAMOS I-II E-4,QUINTA RAMOS I-II,QUINTA RAMOS,,
3557,QUINTA REYES E-11,QUINTA REYES ,QUINTA PAREDES,,
3558,QUINTANARES,QUINTANARES,QUINTA PAREDES,,
3559,QUINTAS DE SANTA BARBARA E-10,QUINTAS DE SANTA BARBARA ,QUINTAS DEL SUR,,
3560,QUINTAS DE SANTA CECILIA E-8,QUINTAS DE SANTA CECILIA,QUINTAS DEL SUR,,
3561,QUINTAS DEL PLAN SOCIAL E-5,QUINTAS DEL PLAN SOCIAL,QUINTAS DEL SUR,,
