date,municipality,nighborhood,zone,age,sex,schooling
2019-07-03 10:30:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,17,FEMENINO,SECUNDARIA
2019-07-03 11:30:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,24,FEMENINO,TECNICO
2019-07-03 23:30:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,41,MASCULINO,
2019-07-03 14:30:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,27,FEMENINO,SECUNDARIA
2019-07-03 08:30:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,12,FEMENINO,
2019-07-03 08:30:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,12,FEMENINO,
2019-07-03 08:30:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,18,MASCULINO,
2019-07-03 08:30:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,57,FEMENINO,SECUNDARIA
2019-07-03 21:40:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,18,FEMENINO,
2019-07-03 17:15:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,24,FEMENINO,TECNICO
2019-07-03 17:15:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,45,FEMENINO,SECUNDARIA
2019-07-03 18:40:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,22,FEMENINO,
2019-07-03 19:15:00,BOGOTÁ D.C.,EL TESORITO E-19,URBANA,63,MASCULINO,SECUNDARIA
2019-07-03 20:40:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,9,MASCULINO,
2019-07-03 00:50:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,29,FEMENINO,SECUNDARIA
2019-07-03 09:40:00,BOGOTÁ D.C.,NIZA SUBA E-11,URBANA,28,FEMENINO,SUPERIOR
2019-07-03 19:40:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,30,MASCULINO,SECUNDARIA
2019-07-03 07:15:00,BOGOTÁ D.C.,SAN JOSE E-7,URBANA,17,FEMENINO,SECUNDARIA
2019-07-03 21:15:00,BOGOTÁ D.C.,EL PILAR E-4,URBANA,55,FEMENINO,PRIMARIA
2019-07-03 23:40:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,34,FEMENINO,SECUNDARIA
2019-07-03 23:59:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,42,FEMENINO,PRIMARIA
2019-07-03 06:20:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,53,FEMENINO,PRIMARIA
2019-07-03 12:40:00,BOGOTÁ D.C.,VILLAS DE GRANADA E-10,URBANA,37,FEMENINO,SECUNDARIA
2019-07-03 04:07:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,52,FEMENINO,TECNICO
2019-07-03 04:07:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,88,FEMENINO,
